☘️重要提醒🍀,#genre#
湘超 邵阳队VS益阳队 全场回放 19:38,http://43.108.108.238:1234/967960917
湘超 湘潭队VS常德队 全场回放 19:38,http://43.108.108.238:1234/967960690
东盟杯 印度尼西亚VS新加坡 全场回放（孙雨轩） 20:50,http://43.108.108.238:1234/967960890
东盟杯 印度尼西亚VS新加坡 全场回放 20:50,http://43.108.108.238:1234/967961497
贡嘎100冰川极境赛 贡嘎100冰川极境赛 解说 06:00,http://43.108.108.238:1234/967958273
全国飞盘锦标赛 2026年全国飞盘锦标赛 解说 08:00,http://43.108.108.238:1234/967775495
中国网球公开赛 中网赛前备战 围观球员训练日常 训练场1 08:00,http://43.108.108.238:1234/967934510
中国网球公开赛 中网赛前备战 围观球员训练日常 训练场2 08:00,http://43.108.108.238:1234/967934580
咪咕体育日报 undefined 咪咕体育日报 第192期 08:00,http://43.108.108.238:1234/967157787
中国自行车运动协会系列赛 2026第十四届环鄱阳湖国际自行车大赛 解说 08:30,http://43.108.108.238:1234/967732449
全国龙舟大联动 湖北省龙舟公开赛沙洋站Day1 沙洋站 08:30,http://43.108.108.238:1234/967838541
决战亚洲 周冠达、侯英超、程靖淇邀您看国乒 周冠达 侯英超 程靖淇 08:40,http://43.108.108.238:1234/967679390
中国自行车运动协会系列赛 环北京门头沟国际公路自行车赛 解说 09:00,http://43.108.108.238:1234/967838756
逐马计划 2026克拉玛依马拉松 清流播出 08:45,http://43.108.108.238:1234/967890497
WTA 比勒尔暂1-1 邦达尔PK鲁塞 赛场原声 10:00,http://43.108.108.238:1234/967696663
WTA 比勒尔暂1-1 邦达尔PK鲁塞 赛场原声 10:00,http://43.108.108.238:1234/967961119
WTA 比勒尔暂1-1 邦达尔PK鲁塞 解说 10:00,http://43.108.108.238:1234/967837595
WTA 比勒尔暂1-1 邦达尔PK鲁塞 英文原声 10:00,http://43.108.108.238:1234/967696681
WTA 比勒尔暂1-1 邦达尔PK鲁塞 英文原声 10:00,http://43.108.108.238:1234/967961126
逐马计划 逐马计划太原站大咖分享会 逐马计划太原站大咖分享会 11:00,http://43.108.108.238:1234/967698439
国际篮联洲际杯 北京控股VS上海久事 李天宇 周鹏 11:35,http://43.108.108.238:1234/967818376
国际篮联洲际杯 北京控股VS上海久事 赛场原声 11:35,http://43.108.108.238:1234/967818384
国际篮联洲际杯 北京控股VS上海久事 英文解说 11:35,http://43.108.108.238:1234/967818386
ATP 塞伦多洛PK弗基纳 瓦舍罗出战 赛场原声 13:00,http://43.108.108.238:1234/967705081
超三联赛 超三联赛 无锡大区赛 A档小组赛 李嘉伟 张俊卿 12:55,http://43.108.108.238:1234/967884266
ATP 布云朝克特、梅德维德夫轮番出战 赛场原声 13:30,http://43.108.108.238:1234/967705403
ATP 布云朝克特、梅德维德夫轮番出战 中文解说 13:30,http://43.108.108.238:1234/967705413
WTA 徐一璠/汤千慧冲女双决赛 赛场原声 14:30,http://43.108.108.238:1234/967696883
WTA 徐一璠/汤千慧冲女双决赛 解说 14:30,http://43.108.108.238:1234/967838053
WTA 徐一璠/汤千慧冲女双决赛 英文原声 14:30,http://43.108.108.238:1234/967696898
桂超联赛 广西漓泉天龍VS广西平果辉荣 赛场原声 14:50,http://43.108.108.238:1234/967880410
国际篮联洲际杯 RSSB老虎VSNBA发展联盟联队 孙博 孔德昕 15:05,http://43.108.108.238:1234/967818416
国际篮联洲际杯 RSSB老虎VSNBA发展联盟联队 赛场原声 15:05,http://43.108.108.238:1234/967818430
国际篮联洲际杯 RSSB老虎VSNBA发展联盟联队 英文解说 15:05,http://43.108.108.238:1234/967818450
CPB中国棒球城市联赛 上海虎鲸VS北京正大龙 清流播出 16:30,http://43.108.108.238:1234/967674173
比利简金杯 乌克兰VS意大利 赛场原声 16:55,http://43.108.108.238:1234/967776848
东盟杯 巴基斯坦VS泰国 乔迁 16:50,http://43.108.108.238:1234/967877402
东盟杯 巴基斯坦VS泰国 赛场原声 16:50,http://43.108.108.238:1234/967877309
NBA经典赛事 NBA季后赛精彩重播：骑士vs尼克斯 G1 孙博 马健 曾令旭 18:00,http://43.108.108.238:1234/967702061
齐鲁超赛 青岛平企联青春VS泰安泰山城建队 赛场原声 18:30,http://43.108.108.238:1234/967819925
齐鲁超赛 聊城传奇农商行VS日照队 赛场原声 19:00,http://43.108.108.238:1234/967819935
闽超 龙岩队VS厦门队 赛场原声 19:00,http://43.108.108.238:1234/967822036
闽超 泉州队VS莆田队 赛场原声 19:00,http://43.108.108.238:1234/967822024
闽超 宁德队VS漳州队 赛场原声 19:00,http://43.108.108.238:1234/967822017
闽超 三明队VS平潭队 赛场原声 19:00,http://43.108.108.238:1234/967822010
徽BA 滁州VS亳州 赛场原声 19:00,http://43.108.108.238:1234/967833419
徽BA 宣城VS阜阳 赛场原声 19:00,http://43.108.108.238:1234/967833426
超三联赛 超三联赛 无锡大区赛 A档12进8及B档决赛 蔡凯臣 王冠证 18:55,http://43.108.108.238:1234/967884851
东北超 沈阳VS延边 赛场原声 19:20,http://43.108.108.238:1234/967776267
晋超联赛 吕梁市VS阳泉市 赛场原声 19:20,http://43.108.108.238:1234/967953838
中甲 南通支云VS长春亚泰 解说 19:20,http://43.108.108.238:1234/967848245
中甲 南通支云VS长春亚泰 赛场原声 19:20,http://43.108.108.238:1234/967848252
赣超 九江队VS南昌队 赛场原声 19:30,http://43.108.108.238:1234/967652499
浙BA 台州VS桐乡 赛场原声 19:30,http://43.108.108.238:1234/967697230
浙BA 海宁VS玉环 赛场原声 19:30,http://43.108.108.238:1234/967697238
国际篮联洲际杯 维尔纽斯莱塔斯VS博卡青年 邵化谦 季孟年 19:05,http://43.108.108.238:1234/967818457
国际篮联洲际杯 维尔纽斯莱塔斯VS博卡青年 赛场原声 19:05,http://43.108.108.238:1234/967818461
国际篮联洲际杯 维尔纽斯莱塔斯VS博卡青年 英文解说 19:05,http://43.108.108.238:1234/967818467
齐鲁超赛 烟台队VS淄博齐稷锐思达 赛场原声 19:30,http://43.108.108.238:1234/967819953
粤超 广州VS深圳 普通话 19:30,http://43.108.108.238:1234/967821232
粤超 广州VS深圳 粤语 19:30,http://43.108.108.238:1234/967935204
粤超 梅州VS东莞 普通话 19:30,http://43.108.108.238:1234/967821236
粤超 梅州VS东莞 粤语 19:30,http://43.108.108.238:1234/967935238
粤超 梅州VS东莞 客家话 19:30,http://43.108.108.238:1234/967935261
湘超 张家界队VS娄底队 赛场原声 19:38,http://43.108.108.238:1234/967815610
湘超 岳阳队VS长沙队 赛场原声 19:38,http://43.108.108.238:1234/967815614
湘超 永州队VS衡阳队 赛场原声 19:38,http://43.108.108.238:1234/967815619
英女超 查尔顿女足VS曼城女足 胡小凡 20:15,http://43.108.108.238:1234/967839014
英女超 查尔顿女足VS曼城女足 赛场原声 20:15,http://43.108.108.238:1234/967838995
东盟杯 越南VS菲律宾 张昊泽 20:20,http://43.108.108.238:1234/967877629
东盟杯 越南VS菲律宾 赛场原声 20:20,http://43.108.108.238:1234/967877512
决战亚洲 侯英超、程靖淇,、邓亚萍为您复盘 徐铭辰 常新宇 侯英超 程靖淇 邓亚萍 21:00,http://43.108.108.238:1234/967679210
英女超 伦敦城雌狮女足VS布莱顿女足 邵凌霄 23:45,http://43.108.108.238:1234/967839022
英女超 伦敦城雌狮女足VS布莱顿女足 赛场原声 23:45,http://43.108.108.238:1234/967839018
Zuffa拳击 Zuffa 拳击第11期：英国巨人费舍尔主场对抡皮罗顿 王琰博 00:55,http://43.108.108.238:1234/967837159
Zuffa拳击 Zuffa 拳击第11期：英国巨人费舍尔主场对抡皮罗顿 英文原声 00:55,http://43.108.108.238:1234/967837167
UFC格斗之夜 UFC格斗之夜：罗萨斯VS巴塞洛斯 阿拉腾黑力出战 陈瑞阳 汪乐 04:55,http://43.108.108.238:1234/967836895
UFC格斗之夜 UFC格斗之夜：罗萨斯VS巴塞洛斯 阿拉腾黑力出战 英文原声 04:55,http://43.108.108.238:1234/967836797
UFC格斗之夜 UFC格斗之夜：罗萨斯VS巴塞洛斯 阿拉腾黑力出战 智能字幕 04:55,http://43.108.108.238:1234/967838350
马拉松系列赛 2026长宁蜀南竹海半程马拉松 清流播出 06:45,http://43.108.108.238:1234/967891109
逐马计划 2026「九牛牧业」太原马拉松 2026「九牛牧业」太原马拉松 07:15,http://43.108.108.238:1234/967698453
中国自行车运动协会系列赛 中国公路自行车公开赛邢台站 邢台站 07:30,http://43.108.108.238:1234/967834729
马拉松系列赛 2026延安红色半程马拉松 清流播出 07:15,http://43.108.108.238:1234/967890615
马拉松系列赛 2026年宁夏石嘴山环星海湖半程马拉松 清流播出 07:15,http://43.108.108.238:1234/967890907
中国自行车运动协会系列赛 2026第十四届环鄱阳湖国际自行车大赛 解说 08:00,http://43.108.108.238:1234/967732440
中国网球公开赛 中国网球公开赛训练 Day3 训练场1 08:00,http://43.108.108.238:1234/967934729
中国网球公开赛 中国网球公开赛训练 Day3 训练场2 08:00,http://43.108.108.238:1234/967934851
咪咕体育日报 undefined 咪咕体育日报 第193期 08:00,http://43.108.108.238:1234/967157775
全国龙舟大联动 湖北省龙舟公开赛沙洋站Day2 沙洋站 08:30,http://43.108.108.238:1234/967838546
中国自行车运动协会系列赛 环北京门头沟国际公路自行车赛 解说 09:00,http://43.108.108.238:1234/967838770
全国飞盘锦标赛 2026年全国飞盘锦标赛 解说 09:25,http://43.108.108.238:1234/967775500
决战亚洲 周冠达、侯英超、程靖淇邀您看国乒 周冠达 侯英超 程靖淇 10:40,http://43.108.108.238:1234/967679446
ATP 成都网球公开赛  1/4决赛 赛场原声 13:00,http://43.108.108.238:1234/967705142
ATP 杭州网球公开赛  1/4决赛 赛场原声 13:30,http://43.108.108.238:1234/967705452
ATP 杭州网球公开赛  1/4决赛 中文解说 13:30,http://43.108.108.238:1234/967705461
沈阳国际青年足球锦标赛 中国U16VS越南U16 张昊泽 王宇 13:45,http://43.108.108.238:1234/967838866
沈阳国际青年足球锦标赛 中国U16VS越南U16 赛场原声 13:45,http://43.108.108.238:1234/967838884
超三联赛 超三联赛 无锡大区赛 A档四分之一决赛 王冠证 13:55,http://43.108.108.238:1234/967885553
WTA 决赛 赛场原声 14:30,http://43.108.108.238:1234/967696712
WTA 决赛 英文原声 14:30,http://43.108.108.238:1234/967696730
WTA 决赛 解说 14:30,http://43.108.108.238:1234/967837608
国际篮联洲际杯 待定 北京柏莱特NBA插播间 14:15,http://43.108.108.238:1234/967818483
国际篮联洲际杯 待定 赛场原声 14:15,http://43.108.108.238:1234/967818486
国际篮联洲际杯 待定 英文解说 14:15,http://43.108.108.238:1234/967818488
东盟杯 中国香港VS老挝 刘焕 14:50,http://43.108.108.238:1234/967877883
东盟杯 中国香港VS老挝 赛场原声 14:50,http://43.108.108.238:1234/967877763
青岛城市足球争霸赛 市南区vs崂山区 清流播出 14:50,http://43.108.108.238:1234/967906807
青岛城市足球争霸赛 胶州市vs城阳区 清流播出 14:50,http://43.108.108.238:1234/967907174
青岛城市足球争霸赛 平度市vs市北区 清流播出 14:50,http://43.108.108.238:1234/967907362
楚超 仙桃黄鳝队VS潜江龙虾队 2026湖北省城市足球联赛第十七轮: 仙桃黄鳝vs潜江龙虾 15:50,http://43.108.108.238:1234/964887910
楚超 鄂州临空队VS襄阳东风风神队 2026湖北省城市足球联赛第十七轮: 鄂州临空vs襄阳东风风神 15:50,http://43.108.108.238:1234/964887916
楚超 随州炎炎队VS天门衣尚队 2026湖北省城市足球联赛第十七轮: 随州炎炎vs天门衣尚 15:50,http://43.108.108.238:1234/964887920
楚超 孝感孝傲江湖队VS咸宁外星人队 2026湖北省城市足球联赛第十七轮: 孝感孝傲江湖vs咸宁外星人 15:50,http://43.108.108.238:1234/964887927
楚超 神农架队VS宜昌东阳光队 2026湖北省城市足球联赛第十七轮: 神农架vs宜昌东阳光 15:50,http://43.108.108.238:1234/964887931
楚超 武汉华工科技队VS黄冈祥云队 2026湖北省城市足球联赛第十七轮: 武汉华工科技vs黄冈 15:50,http://43.108.108.238:1234/964887934
楚超 荆门金龙泉队VS十堰武当队 2026湖北省城市足球联赛第十七轮: 荆门金龙泉vs十堰武当 15:50,http://43.108.108.238:1234/964887939
楚超 荆州恒隆队VS恩施小土豆队 2026湖北省城市足球联赛第十七轮: 荆州恒隆vs恩施小土豆 15:50,http://43.108.108.238:1234/964887944
桂超联赛 柳州龙城VS贺州青年人 赛场原声 15:50,http://43.108.108.238:1234/967880404
CPB中国棒球城市联赛 北京正大龙VS上海虎鲸 清流播出 16:30,http://43.108.108.238:1234/967674257
比利简金杯 决赛 赛场原声 16:55,http://43.108.108.238:1234/967776819
WTA 决赛 赛场原声 17:00,http://43.108.108.238:1234/967696913
WTA 决赛 英文原声 17:00,http://43.108.108.238:1234/967696935
WTA 决赛 解说 17:00,http://43.108.108.238:1234/967838079
NBA经典赛事 NBA季后赛精彩重播：马刺vs雷霆 G1 杨健 曾令旭 苏群 18:00,http://43.108.108.238:1234/967702065
东盟杯 柬埔寨VS缅甸 鲁靖明 17:50,http://43.108.108.238:1234/967878056
东盟杯 柬埔寨VS缅甸 赛场原声 17:50,http://43.108.108.238:1234/967877982
国际篮联洲际杯 待定 北京柏莱特NBA插播间 18:15,http://43.108.108.238:1234/967818493
国际篮联洲际杯 待定 赛场原声 18:20,http://43.108.108.238:1234/967818502
国际篮联洲际杯 待定 英文解说 18:20,http://43.108.108.238:1234/967818520
中甲 陕西联合VS大连鲲城 解说 18:50,http://43.108.108.238:1234/967848258
中甲 陕西联合VS大连鲲城 赛场原声 18:50,http://43.108.108.238:1234/967848274
徽乒赛 全球通徽乒赛之夜 2026安徽省乒乓球联赛总决赛暨颁奖典礼 赛场原声 19:00,http://43.108.108.238:1234/967776691
齐鲁超赛 济南队VS威海文旅集团队 赛场原声 19:00,http://43.108.108.238:1234/967819966
徽BA 淮北VS安庆 赛场原声 19:00,http://43.108.108.238:1234/967833438
徽BA 合肥VS芜湖 赛场原声 19:00,http://43.108.108.238:1234/967833446
超三联赛 超三联赛 无锡大区赛 A档半决赛及决赛 李嘉伟 18:55,http://43.108.108.238:1234/967885670
浙BA 衢州VS温州 赛场原声 19:30,http://43.108.108.238:1234/967697249
浙BA 诸暨VS金华 赛场原声 19:30,http://43.108.108.238:1234/967697259
青岛城市足球争霸赛 西海岸新区vs莱西市 清流播出 18:20,http://43.108.108.238:1234/967907743
中国之队·国际足球邀请赛 中国VS新西兰 苏东 刘越 18:30,http://43.108.108.238:1234/967838920
中国之队·国际足球邀请赛 中国VS新西兰 刘腾 孙继海 贺宇 18:30,http://43.108.108.238:1234/967838935
中国之队·国际足球邀请赛 中国VS新西兰 赛场原声 19:20,http://43.108.108.238:1234/967838948
湘超 郴州队VS怀化队 赛场原声 19:38,http://43.108.108.238:1234/967815630
湘超 湘西队VS株洲队 赛场原声 19:38,http://43.108.108.238:1234/967815645
英女超 曼联女足VS西汉姆联女足 兰子非 19:45,http://43.108.108.238:1234/967839040
英女超 曼联女足VS西汉姆联女足 赛场原声 19:45,http://43.108.108.238:1234/967839028
英女超 托特纳姆热刺女足VS阿斯顿维拉女足 刘焕 20:45,http://43.108.108.238:1234/967839832
英女超 托特纳姆热刺女足VS阿斯顿维拉女足 赛场原声 20:45,http://43.108.108.238:1234/967839717
英女超 伯明翰女足VS水晶宫女足 魏欣怡 20:45,http://43.108.108.238:1234/967839364
英女超 伯明翰女足VS水晶宫女足 赛场原声 20:45,http://43.108.108.238:1234/967839046
英女超 利物浦足球俱乐部VS埃弗顿女足 胡小凡 20:45,http://43.108.108.238:1234/967839612
英女超 利物浦足球俱乐部VS埃弗顿女足 赛场原声 20:45,http://43.108.108.238:1234/967839521
决战亚洲 侯英超、程靖淇为您复盘 徐铭辰 常新宇 侯英超 程靖淇 21:00,http://43.108.108.238:1234/967679231
英女超 切尔西女足VS阿森纳女足 兰子非 23:15,http://43.108.108.238:1234/967840037
英女超 切尔西女足VS阿森纳女足 赛场原声 23:15,http://43.108.108.238:1234/967839944

咪咕视频线路4,#genre#
CCTV1综合,http://82.156.245.233:30008/608807420
CCTV2财经,http://82.156.245.233:30008/631780532
CCTV3综艺,http://82.156.245.233:30008/624878271
CCTV4中文国际,http://82.156.245.233:30008/631780421
CCTV5体育,http://82.156.245.233:30008/641886683
CCTV5+体育赛事,http://82.156.245.233:30008/641886773
CCTV6电影,http://82.156.245.233:30008/624878396
CCTV7国防军事,http://82.156.245.233:30008/673168121
CCTV8电视剧,http://82.156.245.233:30008/624878356
CCTV9纪录,http://82.156.245.233:30008/673168140
CCTV10科教,http://82.156.245.233:30008/624878405
CCTV11戏曲,http://82.156.245.233:30008/667987558
CCTV12社会与法,http://82.156.245.233:30008/673168185
CCTV13新闻,http://82.156.245.233:30008/608807423
CCTV14少儿,http://82.156.245.233:30008/624878440
CCTV15音乐,http://82.156.245.233:30008/673168223
CCTV17农业农村,http://82.156.245.233:30008/673168256
CCTV4欧洲,http://82.156.245.233:30008/608807419
CCTV4美洲,http://82.156.245.233:30008/608807416
CGTN外语纪录,http://82.156.245.233:30008/609006487
CGTN阿拉伯语,http://82.156.245.233:30008/609154345
CGTN西班牙语,http://82.156.245.233:30008/609006450
CGTN法语,http://82.156.245.233:30008/609006476
CGTN俄语,http://82.156.245.233:30008/609006446
老故事,http://82.156.245.233:30008/884121956
发现之旅,http://82.156.245.233:30008/624878970
中学生,http://82.156.245.233:30008/708869532
CGTN,http://82.156.245.233:30008/609017205
赛事最经典,http://82.156.245.233:30008/646596895
体坛名栏汇,http://82.156.245.233:30008/629943305
四海钓鱼,http://82.156.245.233:30008/637444975
陕西体育休闲频道,http://82.156.245.233:30008/956909356
24小时城市联赛轮播台,http://82.156.245.233:30008/915512915
武术世界,http://82.156.245.233:30008/958475359
快乐垂钓,http://82.156.245.233:30008/961930263
东方卫视,http://82.156.245.233:30008/651632648
江苏卫视,http://82.156.245.233:30008/623899368
广东卫视,http://82.156.245.233:30008/608831231
北京卫视,http://82.156.245.233:30008/630287636
辽宁卫视,http://82.156.245.233:30008/630291707
河北卫视,http://82.156.245.233:30008/962042070
江西卫视,http://82.156.245.233:30008/783847495
河南卫视,http://82.156.245.233:30008/790187291
陕西卫视,http://82.156.245.233:30008/738910838
大湾区卫视,http://82.156.245.233:30008/608917627
湖北卫视,http://82.156.245.233:30008/947472496
吉林卫视,http://82.156.245.233:30008/947472500
青海卫视,http://82.156.245.233:30008/947472506
东南卫视,http://82.156.245.233:30008/849116810
海南卫视,http://82.156.245.233:30008/947472502
海峡卫视,http://82.156.245.233:30008/849119120
中国农林卫视,http://82.156.245.233:30008/956904896
兵团卫视,http://82.156.245.233:30008/956923145
宁夏卫视,http://82.156.245.233:30008/738910535
重庆卫视,http://82.156.245.233:30008/738910914
三沙卫视,http://82.156.245.233:30008/961023778
黑龙江卫视,http://82.156.245.233:30008/738906901
上海新闻综合,http://82.156.245.233:30008/651632657
上视东方影视,http://82.156.245.233:30008/617290047
上海第一财经,http://82.156.245.233:30008/608780988
南京新闻综合频道,http://82.156.245.233:30008/838109047
南京教科频道,http://82.156.245.233:30008/838153729
南京十八频道,http://82.156.245.233:30008/838151753
体育休闲频道,http://82.156.245.233:30008/626064707
江苏城市频道,http://82.156.245.233:30008/626064714
江苏国际,http://82.156.245.233:30008/626064674
江苏教育,http://82.156.245.233:30008/628008321
江苏影视频道,http://82.156.245.233:30008/626064697
江苏综艺频道,http://82.156.245.233:30008/626065193
公共新闻频道,http://82.156.245.233:30008/626064693
盐城新闻综合,http://82.156.245.233:30008/639731825
淮安新闻综合,http://82.156.245.233:30008/639731826
泰州新闻综合,http://82.156.245.233:30008/639731818
连云港新闻综合,http://82.156.245.233:30008/639731715
宿迁新闻综合,http://82.156.245.233:30008/639731832
徐州新闻综合,http://82.156.245.233:30008/639731747
优漫卡通频道,http://82.156.245.233:30008/626064703
江阴新闻综合,http://82.156.245.233:30008/955227979
南通新闻综合,http://82.156.245.233:30008/955227985
宜兴新闻综合,http://82.156.245.233:30008/955227996
溧水新闻综合,http://82.156.245.233:30008/639737327
陕西银龄频道,http://82.156.245.233:30008/956909362
陕西都市青春频道,http://82.156.245.233:30008/956909358
陕西秦腔频道,http://82.156.245.233:30008/956909303
陕西新闻资讯频道,http://82.156.245.233:30008/956909289
财富天下,http://82.156.245.233:30008/956923159
镇江新闻综合,http://82.156.245.233:30008/639731783
海南广播电视总台新闻频道,http://82.156.245.233:30008/962067517
海南广播电视总台自贸频道,http://82.156.245.233:30008/962045226
海南广播电视总台社会与法频道,http://82.156.245.233:30008/962045223
海南广播电视总台文旅频道,http://82.156.245.233:30008/962067526
海南广播电视总台少儿频道,http://82.156.245.233:30008/962067523
广东珠江频道,http://82.156.245.233:30008/639731952
建党105周年巡礼,http://82.156.245.233:30008/713600957
经典香港电影,http://82.156.245.233:30008/625703337
新片放映厅,http://82.156.245.233:30008/619495952
CHC影迷电影,http://82.156.245.233:30008/952383261
CHC动作电影,http://82.156.245.233:30008/644368714
CHC家庭影院,http://82.156.245.233:30008/644368373
和美乡途轮播台,http://82.156.245.233:30008/713591450
南方影视,http://82.156.245.233:30008/614961829
中国天气,http://82.156.245.233:30008/959986621
CETV1,http://82.156.245.233:30008/923287154
CETV2,http://82.156.245.233:30008/923287211
CETV4,http://82.156.245.233:30008/923287339
山东教育,http://82.156.245.233:30008/609154353
熊猫频道01高清,http://82.156.245.233:30008/609158151
熊猫频道1,http://82.156.245.233:30008/608933610
熊猫频道2,http://82.156.245.233:30008/608933640
熊猫频道3,http://82.156.245.233:30008/608934619
熊猫频道4,http://82.156.245.233:30008/608934721
熊猫频道5,http://82.156.245.233:30008/608935104
熊猫频道6,http://82.156.245.233:30008/608935797
熊猫频道7,http://82.156.245.233:30008/609169286
熊猫频道8,http://82.156.245.233:30008/609169287
熊猫频道9,http://82.156.245.233:30008/609169226
熊猫频道10,http://82.156.245.233:30008/609169285
最强综艺趴,http://82.156.245.233:30008/629942228
嘉佳卡通,http://82.156.245.233:30008/614952364
经典动画大集合,http://82.156.245.233:30008/629942219
新动力量创一流,http://82.156.245.233:30008/713589837
中华特产,http://82.156.245.233:30008/959986618
环球旅游,http://82.156.245.233:30008/958475356
梨园频道,http://82.156.245.233:30008/961930369
中国自行车运动协会系列赛 2026第十四届环鄱阳湖国际自行车大赛 2026第十四届环鄱阳湖国际自行车大赛Day5全场回放（官方解说） 08:00,http://82.156.245.233:30008/967955464
UFC BJJ UFC巴西柔术大赛第11期：米切尔跨界挑战王者穆斯梅西 UFC巴西柔术大赛第11期全场回放（郝俊） 07:55,http://82.156.245.233:30008/967952455
UFC BJJ UFC巴西柔术大赛第11期：米切尔跨界挑战王者穆斯梅西 UFC巴西柔术大赛第11期全场回放（英文原声） 07:55,http://82.156.245.233:30008/967952904
UFC BJJ UFC巴西柔术大赛第11期：米切尔跨界挑战王者穆斯梅西 UFC巴西柔术大赛第11期全场回放（赛场原声） 07:55,http://82.156.245.233:30008/967953296
全国飞盘锦标赛 2026年全国飞盘锦标赛 2026年全国飞盘锦标赛Day1全场回放（官方解说）（一） 09:00,http://82.156.245.233:30008/967957052
全国飞盘锦标赛 2026年全国飞盘锦标赛 2026年全国飞盘锦标赛Day1全场回放（官方解说）（二） 09:00,http://82.156.245.233:30008/967957529
中国自行车运动协会系列赛 环北京门头沟国际公路自行车赛 2026环北京门头沟国际公路自行车赛全场回放（官方解说） 10:30,http://82.156.245.233:30008/967954155
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】王欣瑜1-2普罗佐洛娃（李宁） 14:30,http://82.156.245.233:30008/967957264
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】萨卡里1-2吉布森（赛场原声） 14:30,http://82.156.245.233:30008/967960959
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】安德列娃0-2费尔南德斯（赛场原声） 14:30,http://82.156.245.233:30008/967959216
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】王欣瑜1-2普罗佐洛娃（赛场原声） 14:30,http://82.156.245.233:30008/967958262
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】梅尔滕斯0-2赫瓦林斯卡（赛场原声） 14:30,http://82.156.245.233:30008/967954929
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】王欣瑜1-2普罗佐洛娃（英文原声） 14:30,http://82.156.245.233:30008/967958107
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】梅尔滕斯0-2赫瓦林斯卡（英文原声） 14:30,http://82.156.245.233:30008/967954973
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】萨卡里1-2吉布森（英文原声） 14:30,http://82.156.245.233:30008/967960807
WTA 王欣瑜、安德列娃遗憾止步八强 【回放】安德列娃0-2费尔南德斯（英文原声） 14:30,http://82.156.245.233:30008/967958860
ATP 范德尚舒普遭横扫出局 【回放】塔比洛0-2马纳里诺（赛场原声） 08:00,http://82.156.245.233:30008/967956414
ATP 范德尚舒普遭横扫出局 【回放】巴斯拉什维利2-0范德尚舒普（赛场原声） 08:00,http://82.156.245.233:30008/967957725
ATP 范德尚舒普遭横扫出局 【回放】科普里瓦0-2沙波瓦洛夫（赛场原声） 08:00,http://82.156.245.233:30008/967958220
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】雅凯2-0埃切韦里（赛场原声） 08:00,http://82.156.245.233:30008/967955408
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】雅凯2-0埃切韦里（中文解说） 08:00,http://82.156.245.233:30008/967955424
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】法比安2-1丹尼尔太郎（赛场原声） 08:00,http://82.156.245.233:30008/967958090
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】法比安2-1丹尼尔太郎（中文解说） 08:00,http://82.156.245.233:30008/967958227
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】土方凛辉0-2卢布列夫（中文解说） 08:00,http://82.156.245.233:30008/967958848
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】土方凛辉0-2卢布列夫（赛场原声） 08:00,http://82.156.245.233:30008/967958905
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】法里亚1-2加斯东（中文解说） 08:00,http://82.156.245.233:30008/967961454
ATP 法里亚1-2加斯东 卢布列夫晋级 【回放】法里亚1-2加斯东（赛场原声） 08:00,http://82.156.245.233:30008/967961511
超三联赛 超三联赛 无锡大区赛 B档小组赛下午场 全场回放（赛场原声） 13:55,http://82.156.245.233:30008/967956203
超三联赛 超三联赛 无锡大区赛 B档小组赛下午场 【回放】福州奇迹16:13江苏香江猛虎 13:55,http://82.156.245.233:30008/967954359
超三联赛 超三联赛 无锡大区赛 B档小组赛下午场 【回放】广东生涯19:20湖北江鲟 13:55,http://82.156.245.233:30008/967954765
超三联赛 超三联赛 无锡大区赛 B档小组赛下午场 【回放】广东光正教育21:15福州奇迹 13:55,http://82.156.245.233:30008/967955486
超三联赛 超三联赛 无锡大区赛 B档小组赛下午场 【回放】成都和众22:15广东生涯 13:55,http://82.156.245.233:30008/967955827
WTA 王欣瑜VS普罗佐洛娃 全场回放（李宁） 08:00,http://82.156.245.233:30008/967957264
WTA 王欣瑜VS普罗佐洛娃 【回放】王欣瑜1-2普罗佐洛娃（赛场原声） 08:00,http://82.156.245.233:30008/967958262
WTA 王欣瑜VS普罗佐洛娃 【回放】王欣瑜1-2普罗佐洛娃（英文原声） 08:00,http://82.156.245.233:30008/967958107
比利简金杯 西班牙VS捷克 【回放】博萨斯·马内罗0-2穆霍娃（赛场原声） 08:00,http://82.156.245.233:30008/967958310
比利简金杯 西班牙VS捷克 【回放】布克沙0-2诺斯科娃（赛场原声） 08:00,http://82.156.245.233:30008/967959478
东盟杯 孟加拉国VS马来西亚 全场回放（鹿中原） 16:50,http://82.156.245.233:30008/967957769
